Line#,Date,"Solar Radiation (S-LIB 21661173:21515235-1), W/m^2, ideaslab","Temperature (S-THC 21661173:21555952-1), *C, ideaslab","RH (S-THC 21661173:21555952-2), %, ideaslab","Dew Point (S-THC 21661173:21555952-3), *C, ideaslab","Wind Speed (S-WCG 21661173:21556122-1), m/s, ideaslab","Gust Speed (S-WCG 21661173:21556122-2), m/s, ideaslab","Wind Direction (S-WCG 21661173:21556122-3), *, ideaslab","Rain (S-RGB 21661173:21560962-1), mm, ideaslab","Solar Radiation (S-LIB 21535782:21515235-1), W/m^2, ideaslab(Aug23)","Temperature (S-THC 21535782:21555952-1), *C, ideaslab(Aug23)","RH (S-THC 21535782:21555952-2), %, ideaslab(Aug23)","Dew Point (S-THC 21535782:21555952-3), *C, ideaslab(Aug23)","Wind Speed (S-WCG 21535782:21556122-1), m/s, ideaslab(Aug23)","Gust Speed (S-WCG 21535782:21556122-2), m/s, ideaslab(Aug23)","Wind Direction (S-WCG 21535782:21556122-3), *, ideaslab(Aug23)","Rain (S-RGB 21535782:21560962-1), mm, ideaslab(Aug23)","Temperature (S-THC 21535782:21654097-1), *C, ideaslab(test)","RH (S-THC 21535782:21654097-2), %, ideaslab(test)","Dew Point (S-THC 21535782:21654097-3), *C, ideaslab(test)","Dew Point (S-THC 21661173:21397574-3), *C, ideaslab","Temperature (S-THC 21661173:21397574-1), *C, ideaslab","RH (S-THC 21661173:21397574-2), %, ideaslab"
8437,08/20/23 13:45:00,,,,,,,,,1,28.690,75.640,23.989,1.0,2.3,159,0.0,,,,,,
8438,08/20/23 13:50:00,,,,,,,,,1,28.647,76.167,24.063,1.3,2.7,175,0.0,,,,,,
8439,08/20/23 13:55:00,,,,,,,,,1,28.647,76.474,24.130,1.7,3.0,162,0.0,,,,,,
8440,08/20/23 14:00:00,,,,,,,,,1,28.625,76.693,24.157,1.7,3.3,166,0.0,,,,,,
8441,08/20/23 14:05:00,,,,,,,,,1,28.625,77.084,24.242,1.7,3.7,166,0.0,,,,,,
8442,08/20/23 14:10:00,,,,,,,,,1,28.582,77.061,24.196,1.7,3.0,158,0.0,,,,,,
8443,08/20/23 14:15:00,,,,,,,,,1,28.561,77.211,24.207,1.7,4.0,156,0.0,,,,,,
8444,08/20/23 14:20:00,,,,,,,,,1,28.539,77.055,24.153,1.3,3.0,160,0.0,,,,,,
8445,08/20/23 14:25:00,,,,,,,,,1,28.539,77.111,24.165,1.3,2.7,153,0.0,,,,,,
8446,08/20/23 14:30:00,,,,,,,,,1,28.539,76.950,24.130,1.3,2.7,149,0.0,,,,,,
8447,08/20/23 14:35:00,,,,,,,,,1,28.539,77.128,24.169,1.3,3.7,144,0.0,,,,,,
8448,08/20/23 14:40:00,,,,,,,,,1,28.539,77.069,24.156,1.3,3.0,131,0.0,,,,,,
8449,08/20/23 14:45:00,,,,,,,,,1,28.539,77.144,24.172,1.3,2.7,153,0.0,,,,,,
8450,08/20/23 14:50:00,,,,,,,,,1,28.496,77.307,24.166,0.7,2.3,152,0.0,,,,,,
8451,08/20/23 14:55:00,,,,,,,,,1,28.475,77.394,24.164,0.7,2.3,145,0.0,,,,,,
8452,08/20/23 15:00:00,,,,,,,,,1,28.475,77.514,24.190,1.3,3.0,170,0.0,,,,,,
8453,08/20/23 15:05:00,,,,,,,,,1,28.454,77.514,24.169,1.0,3.0,162,0.0,,,,,,
8454,08/20/23 15:10:00,,,,,,,,,1,28.475,77.546,24.197,1.7,3.3,160,0.0,,,,,,
8455,08/20/23 15:15:00,,,,,,,,,1,28.411,77.835,24.196,1.7,3.7,162,0.0,,,,,,
8456,08/20/23 15:20:00,,,,,,,,,1,28.411,78.293,24.294,1.3,3.0,151,0.0,,,,,,
8457,08/20/23 15:25:00,,,,,,,,,1,28.325,78.621,24.281,1.0,3.0,158,0.0,,,,,,
8458,08/20/23 15:30:00,,,,,,,,,1,28.325,78.900,24.340,1.7,3.7,160,0.0,,,,,,
8459,08/20/23 15:35:00,,,,,,,,,1,28.303,79.185,24.380,1.7,3.7,144,0.0,,,,,,
8460,08/20/23 15:40:00,,,,,,,,,1,28.239,79.597,24.404,1.3,3.3,132,0.0,,,,,,
8461,08/20/23 15:45:00,,,,,,,,,1,28.261,79.863,24.481,1.3,4.0,146,0.0,,,,,,
8462,08/20/23 15:50:00,,,,,,,,,1,28.239,80.201,24.531,1.7,4.0,151,0.0,,,,,,
8463,08/20/23 15:55:00,,,,,,,,,1,28.196,80.618,24.576,2.0,4.7,146,0.0,,,,,,
8464,08/20/23 16:00:00,,,,,,,,,1,28.132,81.028,24.598,1.3,3.0,139,0.0,,,,,,
8465,08/20/23 16:05:00,,,,,,,,,1,28.110,81.346,24.643,1.3,2.3,148,0.0,,,,,,
8466,08/20/23 16:10:00,,,,,,,,,1,28.110,81.634,24.702,1.3,3.0,160,0.0,,,,,,
8467,08/20/23 16:15:00,,,,,,,,,1,28.089,81.994,24.755,1.3,3.0,148,0.0,,,,,,
8468,08/20/23 16:20:00,,,,,,,,,1,28.068,82.219,24.780,1.3,3.0,142,0.0,,,,,,
8469,08/20/23 16:25:00,,,,,,,,,1,28.025,82.356,24.766,1.0,2.3,146,0.0,,,,,,
8470,08/20/23 16:30:00,,,,,,,,,1,28.025,82.486,24.792,0.7,1.7,118,0.0,,,,,,
8471,08/20/23 16:35:00,,,,,,,,,1,28.025,82.631,24.822,0.7,2.3,142,0.0,,,,,,
8472,08/20/23 16:40:00,,,,,,,,,1,28.025,82.654,24.826,0.7,2.0,138,0.0,,,,,,
8473,08/20/23 16:45:00,,,,,,,,,1,28.046,82.722,24.861,1.0,2.7,138,0.0,,,,,,
8474,08/20/23 16:50:00,,,,,,,,,1,28.025,82.818,24.860,0.7,1.3,153,0.0,,,,,,
8475,08/20/23 16:55:00,,,,,,,,,1,28.025,82.866,24.869,1.3,2.7,132,0.0,,,,,,
8476,08/20/23 17:00:00,,,,,,,,,1,28.068,82.933,24.925,1.3,2.3,139,0.0,,,,,,
8477,08/20/23 17:05:00,,,,,,,,,1,28.003,83.052,24.886,0.7,1.3,131,0.0,,,,,,
8478,08/20/23 17:10:00,,,,,,,,,1,28.003,83.291,24.935,1.3,2.3,135,0.0,,,,,,
8479,08/20/23 17:15:00,,,,,,,,,1,27.939,83.433,24.900,1.0,2.7,130,0.0,,,,,,
8480,08/20/23 17:20:00,,,,,,,,,1,27.982,83.537,24.963,1.0,2.7,131,0.0,,,,,,
8481,08/20/23 17:25:00,,,,,,,,,1,28.025,83.474,24.992,1.3,2.7,130,0.0,,,,,,
8482,08/20/23 17:30:00,,,,,,,,,1,28.003,83.400,24.956,1.3,3.7,141,0.0,,,,,,
8483,08/20/23 17:35:00,,,,,,,,,1,28.025,83.355,24.969,1.0,2.3,153,0.0,,,,,,
8484,08/20/23 17:40:00,,,,,,,,,1,28.046,83.102,24.938,1.0,3.0,138,0.0,,,,,,
8485,08/20/23 17:45:00,,,,,,,,,1,28.089,83.061,24.972,1.3,2.7,135,0.0,,,,,,
8486,08/20/23 17:50:00,,,,,,,,,1,28.089,82.901,24.940,1.3,2.7,139,0.0,,,,,,
8487,08/20/23 17:55:00,,,,,,,,,1,28.089,82.884,24.936,1.7,3.7,146,0.0,,,,,,
8488,08/20/23 18:00:00,,,,,,,,,1,28.025,82.701,24.836,1.3,3.7,159,0.0,,,,,,
8489,08/20/23 18:05:00,,,,,,,,,1,28.046,82.667,24.850,1.7,3.7,145,0.0,,,,,,
8490,08/20/23 18:10:00,,,,,,,,,1,28.025,82.841,24.865,1.7,5.3,138,0.0,,,,,,
8491,08/20/23 18:15:00,,,,,,,,,1,28.025,83.056,24.908,1.3,3.0,172,0.0,,,,,,
8492,08/20/23 18:20:00,,,,,,,,,1,28.025,83.104,24.918,1.3,3.0,160,0.0,,,,,,
8493,08/20/23 18:25:00,,,,,,,,,1,28.003,83.323,24.941,1.0,2.7,148,0.0,,,,,,
8494,08/20/23 18:30:00,,,,,,,,,1,27.939,83.285,24.870,1.3,3.0,162,0.0,,,,,,
8495,08/20/23 18:35:00,,,,,,,,,1,27.939,83.624,24.939,1.0,2.3,155,0.0,,,,,,
8496,08/20/23 18:40:00,,,,,,,,,1,27.939,83.690,24.952,1.3,2.7,144,0.0,,,,,,
8497,08/20/23 18:45:00,,,,,,,,,1,27.896,83.867,24.945,1.0,2.3,142,0.0,,,,,,
8498,08/20/23 18:50:00,,,,,,,,,1,27.853,84.152,24.960,1.3,3.0,163,0.0,,,,,,
8499,08/20/23 18:55:00,,,,,,,,,1,27.832,84.379,24.985,1.3,2.7,170,0.0,,,,,,
8500,08/20/23 19:00:00,,,,,,,,,1,27.810,84.169,24.922,1.3,3.7,170,0.0,,,,,,
8501,08/20/23 19:05:00,,,,,,,,,1,27.810,84.475,24.983,1.3,3.3,163,0.0,,,,,,
8502,08/20/23 19:10:00,,,,,,,,,1,27.703,84.778,24.938,1.0,3.3,146,0.0,,,,,,
8503,08/20/23 19:15:00,,,,,,,,,1,27.703,84.988,24.979,1.0,2.3,141,0.0,,,,,,
8504,08/20/23 19:20:00,,,,,,,,,1,27.724,84.993,25.001,1.3,3.0,138,0.0,,,,,,
8505,08/20/23 19:25:00,,,,,,,,,1,27.703,85.035,24.989,1.3,4.0,138,0.0,,,,,,
8506,08/20/23 19:30:00,,,,,,,,,1,27.703,85.154,25.012,1.3,3.7,132,0.0,,,,,,
8507,08/20/23 19:35:00,,,,,,,,,1,27.660,85.185,24.976,1.0,2.0,134,0.0,,,,,,
8508,08/20/23 19:40:00,,,,,,,,,1,27.681,85.003,24.961,1.3,3.3,142,0.0,,,,,,
8509,08/20/23 19:45:00,,,,,,,,,1,27.681,85.164,24.993,1.0,2.0,131,0.0,,,,,,
8510,08/20/23 19:50:00,,,,,,,,,1,27.660,85.118,24.963,1.0,2.0,168,0.0,,,,,,
8511,08/20/23 19:55:00,,,,,,,,,1,27.724,84.512,24.906,1.3,2.7,138,0.0,,,,,,
8512,08/20/23 20:00:00,,,,,,,,,1,27.703,84.897,24.961,1.0,2.0,148,0.0,,,,,,
8513,08/20/23 20:05:00,,,,,,,,,1,27.681,85.148,24.990,0.7,1.7,162,0.0,,,,,,
8514,08/20/23 20:10:00,,,,,,,,,1,27.639,85.341,24.986,1.0,2.0,144,0.0,,,,,,
8515,08/20/23 20:15:00,,,,,,,,,1,27.660,85.075,24.955,1.0,2.7,139,0.0,,,,,,
8516,08/20/23 20:20:00,,,,,,,,,1,27.703,84.770,24.936,1.3,2.7,125,0.0,,,,,,
8517,08/20/23 20:25:00,,,,,,,,,1,27.703,84.852,24.953,1.0,2.3,131,0.0,,,,,,
8518,08/20/23 20:30:00,,,,,,,,,1,27.703,84.372,24.857,1.0,3.0,132,0.0,,,,,,
8519,08/20/23 20:35:00,,,,,,,,,1,27.724,83.963,24.797,1.3,3.7,134,0.0,,,,,,
8520,08/20/23 20:40:00,,,,,,,,,1,27.746,83.743,24.774,1.3,3.3,128,0.0,,,,,,
8521,08/20/23 20:45:00,,,,,,,,,1,27.746,83.612,24.747,1.3,2.7,132,0.0,,,,,,
8522,08/20/23 20:50:00,,,,,,,,,1,27.746,83.166,24.658,1.3,3.0,139,0.0,,,,,,
8523,08/20/23 20:55:00,,,,,,,,,1,27.810,82.454,24.576,1.7,3.0,128,0.0,,,,,,
8524,08/20/23 21:00:00,,,,,,,,,1,27.746,82.539,24.531,1.3,3.3,122,0.0,,,,,,
8525,08/20/23 21:05:00,,,,,,,,,1,27.746,82.049,24.431,1.0,1.7,124,0.0,,,,,,
8526,08/20/23 21:10:00,,,,,,,,,1,27.746,82.255,24.473,0.7,1.3,139,0.0,,,,,,
8527,08/20/23 21:15:00,,,,,,,,,1,27.703,82.553,24.492,0.3,1.3,134,0.0,,,,,,
8528,08/20/23 21:20:00,,,,,,,,,1,27.724,82.251,24.451,1.0,1.7,134,0.0,,,,,,
8529,08/20/23 21:25:00,,,,,,,,,1,27.681,82.303,24.420,0.7,1.0,141,0.0,,,,,,
8530,08/20/23 21:30:00,,,,,,,,,1,27.660,82.467,24.432,0.7,1.3,189,0.0,,,,,,
8531,08/20/23 21:35:00,,,,,,,,,1,27.681,82.786,24.518,0.7,1.7,134,0.0,,,,,,
8532,08/20/23 21:40:00,,,,,,,,,1,27.703,82.809,24.544,0.7,1.3,118,0.0,,,,,,
8533,08/20/23 21:45:00,,,,,,,,,1,27.660,82.815,24.503,0.7,1.7,132,0.0,,,,,,
8534,08/20/23 21:50:00,,,,,,,,,1,27.617,82.914,24.481,0.7,1.3,132,0.0,,,,,,
8535,08/20/23 21:55:00,,,,,,,,,1,27.639,83.171,24.554,0.3,1.3,155,0.0,,,,,,
8536,08/20/23 22:00:00,,,,,,,,,1,27.574,83.474,24.552,0.3,1.3,291,0.0,,,,,,
8537,08/20/23 22:05:00,,,,,,,,,1,27.639,83.276,24.575,0.7,1.7,359,0.0,,,,,,
8538,08/20/23 22:10:00,,,,,,,,,1,27.145,83.868,24.211,1.7,5.0,339,0.0,,,,,,
8539,08/20/23 22:15:00,,,,,,,,,1,26.287,86.395,23.864,2.0,6.3,321,0.0,,,,,,
8540,08/20/23 22:20:00,,,,,,,,,1,25.901,86.178,23.443,2.3,5.3,318,0.0,,,,,,
8541,08/20/23 22:25:00,,,,,,,,,1,25.580,86.348,23.159,2.3,5.7,328,0.0,,,,,,
8542,08/20/23 22:30:00,,,,,,,,,1,25.665,86.569,23.286,2.0,5.3,224,0.0,,,,,,
8543,08/20/23 22:35:00,,,,,,,,,1,25.601,85.895,23.093,1.7,4.7,217,0.0,,,,,,
8544,08/20/23 22:40:00,,,,,,,,,1,25.301,85.777,22.776,2.0,5.0,276,0.0,,,,,,
8545,08/20/23 22:45:00,,,,,,,,,1,25.172,86.210,22.732,1.7,5.3,310,0.0,,,,,,
8546,08/20/23 22:50:00,,,,,,,,,1,25.043,86.407,22.644,1.7,4.7,283,0.0,,,,,,
8547,08/20/23 22:55:00,,,,,,,,,1,24.915,86.967,22.624,1.7,5.7,275,0.0,,,,,,
8548,08/20/23 23:00:00,,,,,,,,,1,24.614,88.849,22.681,1.7,4.3,266,0.0,,,,,,
8549,08/20/23 23:05:00,,,,,,,,,1,24.507,90.016,22.791,1.3,4.3,207,0.0,,,,,,
8550,08/20/23 23:10:00,,,,,,,,,1,24.336,91.228,22.842,1.3,2.7,225,0.0,,,,,,
8551,08/20/23 23:15:00,,,,,,,,,1,23.971,93.198,22.834,1.7,3.7,232,2.6,,,,,,
8552,08/20/23 23:20:00,,,,,,,,,3,23.799,94.969,22.975,1.3,4.0,296,3.2,,,,,,
8553,08/20/23 23:25:00,,,,,,,,,6,23.735,95.306,22.970,1.3,4.0,325,0.8,,,,,,
8554,08/20/23 23:30:00,,,,,,,,,11,23.735,95.473,22.999,1.3,3.0,306,0.0,,,,,,
8555,08/20/23 23:35:00,,,,,,,,,14,23.842,95.088,23.039,1.7,4.3,297,0.0,,,,,,
8556,08/20/23 23:40:00,,,,,,,,,14,23.842,93.462,22.753,1.7,3.7,293,0.0,,,,,,
8557,08/20/23 23:45:00,,,,,,,,,14,23.864,92.598,22.621,1.7,3.7,283,0.0,,,,,,
8558,08/20/23 23:50:00,,,,,,,,,14,23.907,92.062,22.568,0.7,2.3,258,0.0,,,,,,
8559,08/20/23 23:55:00,,,,,,,,,11,23.907,92.665,22.676,1.0,2.7,245,0.0,,,,,,
8560,08/21/23 00:00:00,,,,,,,,,7,23.928,91.896,22.559,1.0,2.3,284,0.0,,,,,,
8561,08/21/23 00:05:00,,,,,,,,,12,24.014,91.733,22.615,1.0,2.3,290,0.2,,,,,,
8562,08/21/23 00:10:00,,,,,,,,,17,24.078,92.404,22.799,1.0,3.3,304,0.0,,,,,,
8563,08/21/23 00:15:00,,,,,,,,,19,24.078,91.861,22.702,1.3,3.3,272,0.0,,,,,,
8564,08/21/23 00:20:00,,,,,,,,,26,24.121,92.042,22.777,1.3,3.3,251,0.0,,,,,,
8565,08/21/23 00:25:00,,,,,,,,,26,24.100,91.724,22.698,1.0,3.0,248,0.0,,,,,,
8566,08/21/23 00:30:00,,,,,,,,,19,24.078,91.820,22.694,1.3,3.0,229,0.0,,,,,,
8567,08/21/23 00:35:00,,,,,,,,,17,24.143,92.056,22.801,1.0,2.7,238,0.0,,,,,,
8568,08/21/23 00:40:00,,,,,,,,,9,24.250,92.291,22.949,1.0,2.7,214,0.0,,,,,,
8569,08/21/23 00:45:00,,,,,,,,,8,24.336,91.987,22.980,1.0,2.7,206,0.0,,,,,,
8570,08/21/23 00:50:00,,,,,,,,,7,24.378,92.392,23.095,1.0,2.3,207,0.4,,,,,,
8571,08/21/23 00:55:00,,,,,,,,,9,24.421,92.253,23.112,1.3,3.3,221,1.0,,,,,,
8572,08/21/23 01:00:00,,,,,,,,,9,24.378,92.816,23.171,2.7,2.7,242,1.4,,,,,,
8573,08/21/23 01:05:00,,,,,,,,,9,24.250,93.033,23.082,1.7,3.7,229,1.4,,,,,,
8574,08/21/23 01:10:00,,,,,,,,,7,24.250,92.830,23.045,1.3,4.0,220,0.6,,,,,,
8575,08/21/23 01:15:00,,,,,,,,,7,24.164,91.287,22.683,2.0,5.7,211,1.0,,,,,,
8576,08/21/23 01:20:00,,,,,,,,,8,24.057,91.580,22.630,1.7,3.7,200,1.0,,,,,,
8577,08/21/23 01:25:00,,,,,,,,,7,23.928,92.438,22.656,1.0,3.0,175,2.4,,,,,,
8578,08/21/23 01:30:00,,,,,,,,,7,23.971,92.807,22.765,1.0,1.7,168,0.8,,,,,,
8579,08/21/23 01:35:00,,,,,,,,,6,24.014,92.821,22.810,1.0,1.7,173,0.2,,,,,,
8580,08/21/23 01:40:00,,,,,,,,,4,24.185,93.668,23.130,0.7,1.3,163,0.4,,,,,,
8581,08/21/23 01:45:00,,,,,,,,,4,24.100,93.498,23.015,0.7,1.7,176,0.6,,,,,,
8582,08/21/23 01:50:00,,,,,,,,,6,24.100,93.915,23.089,1.0,1.7,179,0.6,,,,,,
8583,08/21/23 01:55:00,,,,,,,,,7,24.143,93.989,23.145,1.0,2.3,182,0.4,,,,,,
8584,08/21/23 02:00:00,,,,,,,,,7,24.271,93.704,23.222,0.7,1.3,200,0.4,,,,,,
8585,08/21/23 02:05:00,,,,,,,,,4,24.421,93.874,23.401,0.7,2.0,199,0.4,,,,,,
8586,08/21/23 02:10:00,,,,,,,,,7,24.421,93.967,23.418,1.0,1.7,184,0.4,,,,,,
8587,08/21/23 02:15:00,,,,,,,,,3,24.421,94.414,23.497,0.7,1.7,189,0.4,,,,,,
8588,08/21/23 02:20:00,,,,,,,,,11,24.486,94.003,23.488,1.0,2.3,189,0.4,,,,,,
8589,08/21/23 02:25:00,,,,,,,,,4,24.593,94.209,23.631,0.7,2.3,191,0.4,,,,,,
8590,08/21/23 02:30:00,,,,,,,,,11,24.614,94.314,23.671,0.7,1.3,200,0.4,,,,,,
8591,08/21/23 02:35:00,,,,,,,,,12,24.657,94.487,23.744,0.3,1.0,231,0.4,,,,,,
8592,08/21/23 02:40:00,,,,,,,,,14,24.722,93.942,23.712,0.7,2.7,191,0.4,,,,,,
8593,08/21/23 02:45:00,,,,,,,,,16,24.765,94.171,23.795,0.7,1.7,199,0.4,,,,,,
8594,08/21/23 02:50:00,,,,,,,,,13,24.722,94.301,23.775,0.7,1.7,196,0.6,,,,,,
8595,08/21/23 02:55:00,,,,,,,,,22,24.657,93.610,23.589,1.0,1.7,197,0.4,,,,,,
8596,08/21/23 03:00:00,,,,,,,,,29,24.722,93.210,23.582,1.0,2.7,201,0.4,,,,,,
8597,08/21/23 03:05:00,,,,,,,,,39,24.743,93.535,23.661,1.0,2.3,187,0.2,,,,,,
8598,08/21/23 03:10:00,,,,,,,,,58,24.743,92.840,23.537,1.3,2.7,190,0.4,,,,,,
8599,08/21/23 03:15:00,,,,,,,,,82,24.765,92.570,23.510,1.7,3.0,184,0.4,,,,,,
8600,08/21/23 03:20:00,,,,,,,,,112,24.829,92.419,23.546,1.0,2.3,196,0.2,,,,,,
8601,08/21/23 03:25:00,,,,,,,,,159,24.893,92.331,23.594,1.0,1.7,214,0.2,,,,,,
8602,08/21/23 03:30:00,,,,,,,,,194,24.979,92.483,23.707,1.0,2.3,214,0.0,,,,,,
8603,08/21/23 03:35:00,,,,,,,,,238,25.151,92.277,23.840,1.0,2.0,200,0.2,,,,,,
8604,08/21/23 03:40:00,,,,,,,,,241,25.279,92.374,23.985,1.0,2.3,193,0.2,,,,,,
8605,08/21/23 03:45:00,,,,,,,,,261,25.344,90.048,23.624,1.0,3.0,189,0.0,,,,,,
8606,08/21/23 03:50:00,,,,,,,,,273,25.365,89.622,23.566,1.3,4.0,197,0.0,,,,,,
8607,08/21/23 03:55:00,,,,,,,,,283,25.472,88.362,23.436,1.3,3.0,215,0.0,,,,,,
8608,08/21/23 04:00:00,,,,,,,,,256,25.515,89.158,23.628,1.3,2.3,200,0.0,,,,,,
8609,08/21/23 04:05:00,,,,,,,,,214,25.665,89.506,23.841,1.0,2.0,189,0.0,,,,,,
8610,08/21/23 04:10:00,,,,,,,,,209,25.751,88.725,23.780,0.7,2.3,200,0.0,,,,,,
8611,08/21/23 04:15:00,,,,,,,,,228,25.944,88.161,23.864,0.7,2.0,206,0.0,,,,,,
8612,08/21/23 04:20:00,,,,,,,,,238,26.009,87.485,23.799,1.0,2.3,189,0.0,,,,,,
8613,08/21/23 04:25:00,,,,,,,,,218,25.901,87.501,23.696,1.3,2.7,208,0.0,,,,,,
8614,08/21/23 04:30:00,,,,,,,,,216,25.987,87.782,23.834,1.3,4.0,211,0.0,,,,,,
8615,08/21/23 04:35:00,,,,,,,,,208,26.073,87.030,23.775,1.3,2.7,197,0.0,,,,,,
8616,08/21/23 04:40:00,,,,,,,,,214,26.137,87.544,23.937,1.0,2.0,214,0.0,,,,,,
8617,08/21/23 04:45:00,,,,,,,,,218,26.180,85.904,23.664,1.3,2.7,220,0.0,,,,,,
8618,08/21/23 04:50:00,,,,,,,,,216,26.373,86.569,23.982,0.7,2.3,190,0.0,,,,,,
8619,08/21/23 04:55:00,,,,,,,,,214,26.373,86.284,23.927,1.0,2.0,206,0.0,,,,,,
8620,08/21/23 05:00:00,,,,,,,,,211,26.416,84.988,23.717,0.7,2.0,187,0.2,,,,,,
8621,08/21/23 05:05:00,,,,,,,,,214,26.502,85.873,23.974,0.7,2.0,218,0.0,,,,,,
8622,08/21/23 05:10:00,,,,,,,,,258,26.588,85.469,23.979,0.7,1.7,189,0.0,,,,,,
8623,08/21/23 05:15:00,,,,,,,,,314,26.738,83.905,23.819,1.0,2.0,210,0.0,,,,,,
8624,08/21/23 05:20:00,,,,,,,,,403,26.974,81.378,23.540,0.7,1.3,201,0.0,,,,,,
8625,08/21/23 05:25:00,,,,,,,,,483,27.210,81.213,23.737,0.7,1.7,213,0.0,,,,,,
8626,08/21/23 05:30:00,,,,,,,,,376,27.488,80.339,23.828,0.3,1.3,214,0.0,,,,,,
8627,08/21/23 05:35:00,,,,,,,,,297,27.553,80.140,23.850,0.3,1.7,189,0.0,,,,,,
8628,08/21/23 05:40:00,,,,,,,,,272,27.317,80.018,23.595,0.7,2.3,168,0.0,,,,,,
8629,08/21/23 05:45:00,,,,,,,,,301,27.231,80.380,23.586,0.7,2.0,187,0.0,,,,,,
8630,08/21/23 05:50:00,,,,,,,,,321,27.381,79.268,23.501,0.7,2.0,193,0.0,,,,,,
8631,08/21/23 05:55:00,,,,,,,,,342,27.553,80.206,23.863,0.7,1.7,206,0.0,,,,,,
8632,08/21/23 06:00:00,,,,,,,,,364,27.681,78.369,23.603,0.7,2.0,168,0.0,,,,,,
8633,08/21/23 06:05:00,,,,,,,,,384,27.681,79.261,23.791,0.7,2.0,170,0.0,,,,,,
8634,08/21/23 06:10:00,,,,,,,,,381,27.853,76.803,23.434,0.7,2.0,203,0.0,,,,,,
8635,08/21/23 06:15:00,,,,,,,,,362,27.510,77.980,23.353,1.3,2.7,235,0.0,,,,,,
8636,08/21/23 06:20:00,,,,,,,,,346,27.746,78.219,23.633,0.7,2.0,246,0.0,,,,,,
8637,08/21/23 06:25:00,,,,,,,,,361,27.660,78.346,23.577,0.7,2.0,291,0.0,,,,,,
8638,08/21/23 06:30:00,,,,,,,,,358,27.574,78.819,23.594,1.0,3.0,246,0.0,,,,,,
8639,08/21/23 06:35:00,,,,,,,,,359,27.746,79.010,23.801,1.0,2.0,218,0.0,,,,,,
8640,08/21/23 06:40:00,,,,,,,,,381,28.218,78.296,24.108,0.3,1.7,208,0.0,,,,,,
8641,08/21/23 06:45:00,,,,,,,,,393,27.960,80.650,24.352,1.0,2.7,206,0.0,,,,,,
8642,08/21/23 06:50:00,,,,,,,,,413,27.917,77.920,23.736,1.3,3.3,235,0.0,,,,,,
8643,08/21/23 06:55:00,,,,,,,,,426,28.196,78.286,24.085,1.0,2.0,208,0.0,,,,,,
8644,08/21/23 07:00:00,,,,,,,,,417,28.110,78.796,24.110,1.3,2.7,215,0.0,,,,,,
8645,08/21/23 07:05:00,,,,,,,,,458,28.239,77.464,23.950,1.0,3.3,225,0.0,,,,,,
8646,08/21/23 07:10:00,,,,,,,,,372,28.389,77.871,24.183,1.0,2.3,221,0.0,,,,,,
8647,08/21/23 07:15:00,,,,,,,,,364,28.432,77.668,24.181,1.0,2.3,215,0.0,,,,,,
8648,08/21/23 07:20:00,,,,,,,,,428,28.432,76.974,24.031,1.3,2.7,208,0.0,,,,,,
8649,08/21/23 07:25:00,,,,,,,,,352,28.282,77.668,24.036,1.7,3.0,213,0.0,,,,,,
8650,08/21/23 07:30:00,,,,,,,,,279,28.132,77.733,23.904,1.3,3.7,244,0.0,,,,,,
8651,08/21/23 07:35:00,,,,,,,,,299,28.561,77.317,24.230,0.7,2.0,200,0.0,,,,,,
8652,08/21/23 07:40:00,,,,,,,,,361,28.325,77.604,24.064,1.3,4.0,224,0.0,,,,,,
8653,08/21/23 07:45:00,,,,,,,,,516,28.218,77.894,24.022,2.0,4.3,213,0.0,,,,,,
8654,08/21/23 07:50:00,,,,,,,,,607,28.582,76.410,24.054,1.3,3.0,224,0.0,,,,,,
8655,08/21/23 07:55:00,,,,,,,,,601,28.582,76.062,23.978,2.0,4.0,224,0.0,,,,,,
8656,08/21/23 08:00:00,,,,,,,,,421,28.582,76.199,24.008,1.7,3.7,211,0.0,,,,,,
8657,08/21/23 08:05:00,,,,,,,,,433,28.625,75.837,23.970,1.7,3.0,204,0.0,,,,,,
8658,08/21/23 08:10:00,,,,,,,,,382,28.968,74.998,24.116,1.0,2.7,211,0.0,,,,,,
8659,08/21/23 08:15:00,,,,,,,,,508,28.754,75.430,24.004,2.0,3.3,197,0.0,,,,,,
8660,08/21/23 08:20:00,,,,,,,,,436,28.947,75.377,24.179,1.7,3.7,215,0.0,,,,,,
8661,08/21/23 08:25:00,,,,,,,,,274,28.261,76.622,23.789,2.0,4.0,217,0.0,,,,,,
8662,08/21/23 08:30:00,,,,,,,,,276,28.196,77.432,23.902,1.7,3.7,222,0.0,,,,,,
8663,08/21/23 08:35:00,,,,,,,,,307,28.303,76.800,23.869,1.7,3.7,211,0.0,,,,,,
8664,08/21/23 08:40:00,,,,,,,,,483,28.625,76.741,24.168,1.0,3.3,211,0.0,,,,,,
8665,08/21/23 08:45:00,,,,,,,,,576,29.290,74.183,24.243,1.3,3.0,204,0.0,,,,,,
8666,08/21/23 08:50:00,,,,,,,,,521,29.397,73.547,24.203,1.7,2.7,201,0.0,,,,,,
8667,08/21/23 08:55:00,,,,,,,,,494,28.990,75.114,24.162,1.3,3.3,245,0.0,,,,,,
8668,08/21/23 09:00:00,,,,,,,,,428,28.904,75.715,24.212,2.0,4.3,235,0.0,,,,,,
