Line#,Date,"Solar Radiation (S-LIB 21661173:21515235-1), W/m^2, ideaslab","Temperature (S-THC 21661173:21555952-1), *C, ideaslab","RH (S-THC 21661173:21555952-2), %, ideaslab","Dew Point (S-THC 21661173:21555952-3), *C, ideaslab","Wind Speed (S-WCG 21661173:21556122-1), m/s, ideaslab","Gust Speed (S-WCG 21661173:21556122-2), m/s, ideaslab","Wind Direction (S-WCG 21661173:21556122-3), *, ideaslab","Rain (S-RGB 21661173:21560962-1), mm, ideaslab","Solar Radiation (S-LIB 21535782:21515235-1), W/m^2, ideaslab(Aug23)","Temperature (S-THC 21535782:21555952-1), *C, ideaslab(Aug23)","RH (S-THC 21535782:21555952-2), %, ideaslab(Aug23)","Dew Point (S-THC 21535782:21555952-3), *C, ideaslab(Aug23)","Wind Speed (S-WCG 21535782:21556122-1), m/s, ideaslab(Aug23)","Gust Speed (S-WCG 21535782:21556122-2), m/s, ideaslab(Aug23)","Wind Direction (S-WCG 21535782:21556122-3), *, ideaslab(Aug23)","Rain (S-RGB 21535782:21560962-1), mm, ideaslab(Aug23)","Temperature (S-THC 21535782:21654097-1), *C, ideaslab(test)","RH (S-THC 21535782:21654097-2), %, ideaslab(test)","Dew Point (S-THC 21535782:21654097-3), *C, ideaslab(test)","Dew Point (S-THC 21661173:21397574-3), *C, ideaslab","Temperature (S-THC 21661173:21397574-1), *C, ideaslab","RH (S-THC 21661173:21397574-2), %, ideaslab"
8669,08/21/23 09:05:00,,,,,,,,,351,29.033,74.670,24.105,1.3,3.3,210,0.0,,,,,,
8670,08/21/23 09:10:00,,,,,,,,,402,29.247,74.463,24.265,1.3,3.0,207,0.0,,,,,,
8671,08/21/23 09:15:00,,,,,,,,,304,29.719,72.902,24.365,1.3,3.0,197,0.0,,,,,,
8672,08/21/23 09:20:00,,,,,,,,,419,29.590,73.730,24.430,1.3,2.7,207,0.0,,,,,,
8673,08/21/23 09:25:00,,,,,,,,,206,29.955,72.335,24.461,1.0,2.3,207,0.0,,,,,,
8674,08/21/23 09:30:00,,,,,,,,,338,29.290,74.870,24.398,1.0,2.7,251,0.0,,,,,,
8675,08/21/23 09:35:00,,,,,,,,,283,30.191,71.917,24.591,0.3,1.0,149,0.0,,,,,,
8676,08/21/23 09:40:00,,,,,,,,,142,29.526,74.211,24.477,1.0,2.0,204,0.0,,,,,,
8677,08/21/23 09:45:00,,,,,,,,,109,28.990,76.109,24.382,1.0,2.3,193,0.0,,,,,,
8678,08/21/23 09:50:00,,,,,,,,,128,28.561,77.121,24.188,1.3,2.7,220,0.0,,,,,,
8679,08/21/23 09:55:00,,,,,,,,,96,28.282,77.693,24.041,1.3,2.7,213,0.0,,,,,,
8680,08/21/23 10:00:00,,,,,,,,,101,28.110,78.178,23.978,1.3,2.3,234,0.0,,,,,,
8681,08/21/23 10:05:00,,,,,,,,,147,28.003,78.709,23.987,1.3,2.3,238,0.0,,,,,,
8682,08/21/23 10:10:00,,,,,,,,,156,28.153,78.352,24.057,1.3,3.0,213,0.0,,,,,,
8683,08/21/23 10:15:00,,,,,,,,,104,27.917,79.193,24.006,1.3,3.7,245,0.0,,,,,,
8684,08/21/23 10:20:00,,,,,,,,,94,27.960,79.130,24.035,1.0,2.3,221,0.0,,,,,,
8685,08/21/23 10:25:00,,,,,,,,,106,28.153,78.544,24.098,0.7,1.7,228,0.0,,,,,,
8686,08/21/23 10:30:00,,,,,,,,,54,27.939,79.236,24.036,1.0,3.7,224,0.0,,,,,,
8687,08/21/23 10:35:00,,,,,,,,,36,27.703,79.641,23.892,1.7,3.0,229,0.0,,,,,,
8688,08/21/23 10:40:00,,,,,,,,,24,27.746,79.661,23.938,1.3,2.7,207,0.0,,,,,,
8689,08/21/23 10:45:00,,,,,,,,,26,27.789,80.035,24.057,1.0,2.7,227,0.0,,,,,,
8690,08/21/23 10:50:00,,,,,,,,,22,27.810,79.751,24.019,0.7,1.7,201,0.0,,,,,,
8691,08/21/23 10:55:00,,,,,,,,,19,27.789,79.898,24.029,0.7,2.7,206,0.0,,,,,,
8692,08/21/23 11:00:00,,,,,,,,,13,27.724,79.825,23.951,1.0,2.7,189,0.0,,,,,,
8693,08/21/23 11:05:00,,,,,,,,,6,27.639,80.145,23.934,1.3,2.7,231,0.0,,,,,,
8694,08/21/23 11:10:00,,,,,,,,,3,27.596,80.691,24.006,1.3,2.7,231,0.0,,,,,,
8695,08/21/23 11:15:00,,,,,,,,,1,27.574,80.314,23.907,0.7,1.3,258,0.0,,,,,,
8696,08/21/23 11:20:00,,,,,,,,,1,27.553,80.653,23.956,0.7,1.0,210,0.0,,,,,,
8697,08/21/23 11:25:00,,,,,,,,,1,27.531,80.845,23.975,0.7,1.0,187,0.0,,,,,,
8698,08/21/23 11:30:00,,,,,,,,,1,27.510,81.038,23.994,0.7,1.0,208,0.0,,,,,,
8699,08/21/23 11:35:00,,,,,,,,,1,27.446,81.157,23.955,0.3,1.0,237,0.0,,,,,,
8700,08/21/23 11:40:00,,,,,,,,,1,27.467,80.932,23.930,0.3,1.3,201,0.0,,,,,,
8701,08/21/23 11:45:00,,,,,,,,,1,27.467,81.134,23.972,1.0,2.0,208,0.0,,,,,,
8702,08/21/23 11:50:00,,,,,,,,,1,27.467,81.025,23.949,1.0,2.3,210,0.0,,,,,,
8703,08/21/23 11:55:00,,,,,,,,,1,27.467,81.294,24.004,1.3,2.7,214,0.0,,,,,,
8704,08/21/23 12:00:00,,,,,,,,,1,27.488,81.088,23.983,1.0,2.0,210,0.0,,,,,,
8705,08/21/23 12:05:00,,,,,,,,,1,27.467,81.131,23.971,1.0,2.0,215,0.0,,,,,,
8706,08/21/23 12:10:00,,,,,,,,,1,27.446,81.221,23.968,1.0,2.0,214,0.0,,,,,,
8707,08/21/23 12:15:00,,,,,,,,,1,27.381,81.660,23.996,0.3,1.0,246,0.0,,,,,,
8708,08/21/23 12:20:00,,,,,,,,,1,27.403,81.715,24.028,0.3,1.3,234,0.0,,,,,,
8709,08/21/23 12:25:00,,,,,,,,,1,27.317,82.255,24.054,0.0,0.7,134,0.0,,,,,,
8710,08/21/23 12:30:00,,,,,,,,,1,27.274,82.704,24.103,0.3,1.7,329,0.0,,,,,,
8711,08/21/23 12:35:00,,,,,,,,,1,27.210,83.432,24.186,0.3,1.0,296,0.0,,,,,,
8712,08/21/23 12:40:00,,,,,,,,,1,27.167,83.726,24.203,0.3,1.0,139,0.0,,,,,,
8713,08/21/23 12:45:00,,,,,,,,,1,27.102,83.775,24.150,0.3,1.0,134,0.0,,,,,,
8714,08/21/23 12:50:00,,,,,,,,,1,27.081,83.813,24.137,0.3,1.0,224,0.0,,,,,,
8715,08/21/23 12:55:00,,,,,,,,,1,27.081,84.189,24.211,0.3,1.0,248,0.0,,,,,,
8716,08/21/23 13:00:00,,,,,,,,,1,27.102,84.010,24.197,0.3,0.7,162,0.0,,,,,,
8717,08/21/23 13:05:00,,,,,,,,,1,27.124,83.772,24.170,0.3,1.0,186,0.0,,,,,,
8718,08/21/23 13:10:00,,,,,,,,,1,27.124,83.546,24.125,0.3,0.7,144,0.0,,,,,,
8719,08/21/23 13:15:00,,,,,,,,,1,27.081,83.862,24.146,0.3,1.0,342,0.0,,,,,,
8720,08/21/23 13:20:00,,,,,,,,,1,27.038,83.867,24.105,0.3,1.3,7,0.0,,,,,,
8721,08/21/23 13:25:00,,,,,,,,,1,27.081,84.001,24.174,0.3,1.0,25,0.0,,,,,,
8722,08/21/23 13:30:00,,,,,,,,,1,27.038,84.193,24.170,0.3,0.7,179,0.0,,,,,,
8723,08/21/23 13:35:00,,,,,,,,,1,27.017,84.514,24.213,0.0,0.7,138,0.0,,,,,,
8724,08/21/23 13:40:00,,,,,,,,,1,26.995,84.498,24.189,0.0,0.7,172,0.0,,,,,,
8725,08/21/23 13:45:00,,,,,,,,,1,27.038,83.967,24.125,0.3,1.0,283,0.0,,,,,,
8726,08/21/23 13:50:00,,,,,,,,,1,27.081,83.812,24.136,0.3,1.0,225,0.0,,,,,,
8727,08/21/23 13:55:00,,,,,,,,,1,27.124,83.748,24.166,0.3,0.7,220,0.0,,,,,,
8728,08/21/23 14:00:00,,,,,,,,,1,27.102,83.978,24.190,0.3,0.7,183,0.0,,,,,,
8729,08/21/23 14:05:00,,,,,,,,,1,27.167,83.603,24.179,0.7,1.0,201,0.0,,,,,,
8730,08/21/23 14:10:00,,,,,,,,,1,27.253,83.340,24.210,1.0,1.7,210,0.0,,,,,,
8731,08/21/23 14:15:00,,,,,,,,,1,27.188,83.786,24.236,0.3,1.3,210,0.0,,,,,,
8732,08/21/23 14:20:00,,,,,,,,,1,27.145,83.992,24.235,0.0,0.7,99,0.0,,,,,,
8733,08/21/23 14:25:00,,,,,,,,,1,27.102,83.990,24.193,0.0,0.7,52,0.0,,,,,,
8734,08/21/23 14:30:00,,,,,,,,,1,27.017,84.645,24.239,0.0,0.7,294,0.0,,,,,,
8735,08/21/23 14:35:00,,,,,,,,,1,26.952,85.493,24.342,0.0,0.7,135,0.0,,,,,,
8736,08/21/23 14:40:00,,,,,,,,,1,26.866,85.855,24.329,0.3,1.0,159,0.0,,,,,,
8737,08/21/23 14:45:00,,,,,,,,,1,26.781,86.345,24.339,0.3,0.7,186,0.0,,,,,,
8738,08/21/23 14:50:00,,,,,,,,,1,26.738,86.526,24.332,0.3,0.7,208,0.0,,,,,,
8739,08/21/23 14:55:00,,,,,,,,,1,26.738,86.482,24.324,0.3,1.0,134,0.0,,,,,,
8740,08/21/23 15:00:00,,,,,,,,,1,26.738,86.600,24.346,0.3,1.0,355,0.0,,,,,,
8741,08/21/23 15:05:00,,,,,,,,,1,26.738,86.642,24.355,0.3,1.0,310,0.0,,,,,,
8742,08/21/23 15:10:00,,,,,,,,,1,26.716,86.728,24.350,0.3,0.7,131,0.0,,,,,,
8743,08/21/23 15:15:00,,,,,,,,,1,26.673,86.926,24.346,0.3,0.7,144,0.0,,,,,,
8744,08/21/23 15:20:00,,,,,,,,,1,26.673,86.954,24.351,0.3,0.7,346,0.0,,,,,,
8745,08/21/23 15:25:00,,,,,,,,,1,26.652,87.149,24.368,0.3,0.7,231,0.0,,,,,,
8746,08/21/23 15:30:00,,,,,,,,,1,26.588,87.089,24.293,0.3,0.7,358,0.0,,,,,,
8747,08/21/23 15:35:00,,,,,,,,,1,26.588,87.176,24.310,0.0,0.3,110,0.0,,,,,,
8748,08/21/23 15:40:00,,,,,,,,,1,26.566,87.488,24.348,0.0,0.7,183,0.0,,,,,,
8749,08/21/23 15:45:00,,,,,,,,,1,26.566,87.350,24.322,0.3,1.0,207,0.0,,,,,,
8750,08/21/23 15:50:00,,,,,,,,,1,26.566,87.254,24.304,0.3,0.7,172,0.0,,,,,,
8751,08/21/23 15:55:00,,,,,,,,,1,26.609,87.073,24.311,0.3,1.3,196,0.0,,,,,,
8752,08/21/23 16:00:00,,,,,,,,,1,26.545,87.251,24.282,0.3,1.0,159,0.0,,,,,,
8753,08/21/23 16:05:00,,,,,,,,,1,26.480,87.515,24.269,0.3,1.0,96,0.0,,,,,,
8754,08/21/23 16:10:00,,,,,,,,,1,26.502,87.657,24.317,0.3,1.0,210,0.0,,,,,,
8755,08/21/23 16:15:00,,,,,,,,,1,26.459,88.009,24.342,0.3,1.0,211,0.0,,,,,,
8756,08/21/23 16:20:00,,,,,,,,,1,26.416,88.162,24.329,0.3,0.7,146,0.0,,,,,,
8757,08/21/23 16:25:00,,,,,,,,,1,26.416,88.243,24.344,0.3,1.0,160,0.0,,,,,,
8758,08/21/23 16:30:00,,,,,,,,,1,26.416,88.284,24.352,0.3,1.0,130,0.0,,,,,,
8759,08/21/23 16:35:00,,,,,,,,,1,26.395,88.254,24.325,0.3,1.0,56,0.0,,,,,,
8760,08/21/23 16:40:00,,,,,,,,,1,26.330,88.414,24.292,0.3,0.7,163,0.0,,,,,,
8761,08/21/23 16:45:00,,,,,,,,,1,26.266,88.725,24.287,0.0,0.7,89,0.0,,,,,,
8762,08/21/23 16:50:00,,,,,,,,,1,26.244,88.962,24.311,0.3,1.0,194,0.0,,,,,,
8763,08/21/23 16:55:00,,,,,,,,,1,26.223,89.142,24.323,0.3,0.7,317,0.0,,,,,,
8764,08/21/23 17:00:00,,,,,,,,,1,26.223,89.223,24.338,0.3,0.7,279,0.0,,,,,,
8765,08/21/23 17:05:00,,,,,,,,,1,26.159,89.461,24.320,0.0,0.7,166,0.0,,,,,,
8766,08/21/23 17:10:00,,,,,,,,,1,26.116,89.618,24.307,0.3,0.7,23,0.0,,,,,,
8767,08/21/23 17:15:00,,,,,,,,,1,26.266,89.058,24.350,0.7,1.3,41,0.0,,,,,,
8768,08/21/23 17:20:00,,,,,,,,,1,26.309,88.641,24.314,0.3,1.3,18,0.0,,,,,,
8769,08/21/23 17:25:00,,,,,,,,,1,26.309,88.826,24.349,0.3,1.0,220,0.0,,,,,,
8770,08/21/23 17:30:00,,,,,,,,,1,26.266,89.165,24.370,0.3,0.7,139,0.0,,,,,,
8771,08/21/23 17:35:00,,,,,,,,,1,26.223,89.392,24.370,0.3,0.7,224,0.0,,,,,,
8772,08/21/23 17:40:00,,,,,,,,,1,26.180,89.694,24.384,0.3,0.7,199,0.0,,,,,,
8773,08/21/23 17:45:00,,,,,,,,,1,26.137,89.947,24.389,0.3,1.3,325,0.0,,,,,,
8774,08/21/23 17:50:00,,,,,,,,,1,26.094,90.094,24.374,0.3,0.7,201,0.0,,,,,,
8775,08/21/23 17:55:00,,,,,,,,,1,26.051,90.011,24.316,0.3,0.7,199,0.0,,,,,,
8776,08/21/23 18:00:00,,,,,,,,,1,26.009,90.323,24.332,0.0,0.7,89,0.0,,,,,,
8777,08/21/23 18:05:00,,,,,,,,,1,26.051,90.771,24.457,0.3,0.7,186,0.0,,,,,,
8778,08/21/23 18:10:00,,,,,,,,,1,26.030,90.958,24.470,0.3,1.0,325,0.0,,,,,,
8779,08/21/23 18:15:00,,,,,,,,,1,26.030,91.238,24.522,0.3,1.3,30,0.0,,,,,,
8780,08/21/23 18:20:00,,,,,,,,,1,26.030,91.283,24.530,0.3,1.3,201,0.0,,,,,,
8781,08/21/23 18:25:00,,,,,,,,,1,26.030,91.246,24.523,0.3,0.7,210,0.0,,,,,,
8782,08/21/23 18:30:00,,,,,,,,,1,26.009,91.250,24.503,0.3,1.0,224,0.0,,,,,,
8783,08/21/23 18:35:00,,,,,,,,,1,25.966,91.521,24.510,0.3,0.7,194,0.0,,,,,,
8784,08/21/23 18:40:00,,,,,,,,,1,25.944,91.585,24.500,0.3,0.7,356,0.0,,,,,,
8785,08/21/23 18:45:00,,,,,,,,,1,25.944,91.536,24.491,0.3,1.0,15,0.0,,,,,,
8786,08/21/23 18:50:00,,,,,,,,,1,25.901,91.614,24.463,0.0,1.0,61,0.0,,,,,,
8787,08/21/23 18:55:00,,,,,,,,,1,25.837,91.795,24.432,0.0,0.7,68,0.0,,,,,,
8788,08/21/23 19:00:00,,,,,,,,,1,25.901,91.765,24.491,0.3,1.0,39,0.0,,,,,,
8789,08/21/23 19:05:00,,,,,,,,,1,25.923,91.550,24.472,0.3,1.0,77,0.0,,,,,,
8790,08/21/23 19:10:00,,,,,,,,,1,25.966,91.511,24.508,0.3,1.0,51,0.0,,,,,,
8791,08/21/23 19:15:00,,,,,,,,,1,25.944,91.572,24.498,0.3,0.7,32,0.0,,,,,,
8792,08/21/23 19:20:00,,,,,,,,,1,25.901,91.609,24.462,0.3,0.7,44,0.0,,,,,,
8793,08/21/23 19:25:00,,,,,,,,,1,25.944,91.421,24.470,0.3,1.0,58,0.0,,,,,,
8794,08/21/23 19:30:00,,,,,,,,,1,25.987,90.843,24.407,0.3,1.3,73,0.0,,,,,,
8795,08/21/23 19:35:00,,,,,,,,,1,26.159,90.039,24.427,0.7,1.7,90,0.0,,,,,,
8796,08/21/23 19:40:00,,,,,,,,,1,26.180,89.590,24.365,0.7,2.3,77,0.0,,,,,,
8797,08/21/23 19:45:00,,,,,,,,,1,26.180,89.433,24.336,1.0,1.7,83,0.0,,,,,,
8798,08/21/23 19:50:00,,,,,,,,,1,26.180,89.297,24.310,1.0,2.3,80,0.0,,,,,,
8799,08/21/23 19:55:00,,,,,,,,,1,26.116,89.499,24.284,0.7,1.7,86,0.0,,,,,,
8800,08/21/23 20:00:00,,,,,,,,,1,26.051,89.740,24.266,0.7,1.7,73,0.0,,,,,,
8801,08/21/23 20:05:00,,,,,,,,,1,26.009,89.882,24.250,0.3,1.0,104,0.0,,,,,,
8802,08/21/23 20:10:00,,,,,,,,,1,25.987,90.053,24.260,0.7,1.7,68,0.0,,,,,,
8803,08/21/23 20:15:00,,,,,,,,,1,25.944,90.140,24.234,0.3,0.7,80,0.0,,,,,,
8804,08/21/23 20:20:00,,,,,,,,,1,25.923,90.573,24.293,0.3,1.3,86,0.0,,,,,,
8805,08/21/23 20:25:00,,,,,,,,,1,25.923,90.474,24.275,0.7,1.7,84,0.0,,,,,,
8806,08/21/23 20:30:00,,,,,,,,,1,25.901,90.597,24.276,0.7,1.3,72,0.0,,,,,,
8807,08/21/23 20:35:00,,,,,,,,,1,25.901,90.701,24.295,0.3,1.0,73,0.0,,,,,,
8808,08/21/23 20:40:00,,,,,,,,,1,25.944,90.623,24.324,0.3,1.0,84,0.0,,,,,,
8809,08/21/23 20:45:00,,,,,,,,,1,25.901,90.721,24.299,0.3,1.0,100,0.0,,,,,,
8810,08/21/23 20:50:00,,,,,,,,,1,25.880,90.739,24.281,0.0,1.0,100,0.0,,,,,,
8811,08/21/23 20:55:00,,,,,,,,,1,25.901,90.889,24.330,0.3,0.7,108,0.0,,,,,,
8812,08/21/23 21:00:00,,,,,,,,,1,25.944,90.623,24.324,0.3,1.0,90,0.0,,,,,,
8813,08/21/23 21:05:00,,,,,,,,,1,25.944,90.701,24.338,0.0,0.3,120,0.0,,,,,,
8814,08/21/23 21:10:00,,,,,,,,,1,25.858,91.028,24.313,0.0,0.3,42,0.0,,,,,,
8815,08/21/23 21:15:00,,,,,,,,,1,25.816,91.159,24.295,0.0,0.7,10,0.0,,,,,,
8816,08/21/23 21:20:00,,,,,,,,,1,25.794,91.279,24.296,0.0,0.7,97,0.0,,,,,,
8817,08/21/23 21:25:00,,,,,,,,,1,25.837,91.179,24.320,0.3,0.7,241,0.0,,,,,,
8818,08/21/23 21:30:00,,,,,,,,,1,25.901,91.058,24.361,0.3,0.7,286,0.0,,,,,,
8819,08/21/23 21:35:00,,,,,,,,,1,25.944,90.803,24.357,0.3,0.7,201,0.0,,,,,,
8820,08/21/23 21:40:00,,,,,,,,,1,25.987,90.852,24.408,0.3,0.7,315,0.0,,,,,,
8821,08/21/23 21:45:00,,,,,,,,,1,25.987,91.008,24.437,0.3,0.7,35,0.0,,,,,,
8822,08/21/23 21:50:00,,,,,,,,,1,25.944,90.867,24.369,0.3,0.7,349,0.0,,,,,,
8823,08/21/23 21:55:00,,,,,,,,,1,25.901,91.110,24.371,0.0,0.3,145,0.0,,,,,,
8824,08/21/23 22:00:00,,,,,,,,,1,25.901,91.220,24.391,0.0,0.3,30,0.0,,,,,,
8825,08/21/23 22:05:00,,,,,,,,,1,25.966,90.935,24.402,0.3,0.7,20,0.0,,,,,,
8826,08/21/23 22:10:00,,,,,,,,,1,25.944,91.200,24.430,0.0,0.3,346,0.0,,,,,,
8827,08/21/23 22:15:00,,,,,,,,,1,25.966,91.283,24.466,0.0,0.3,179,0.0,,,,,,
8828,08/21/23 22:20:00,,,,,,,,,1,25.987,90.991,24.434,0.3,0.7,206,0.0,,,,,,
8829,08/21/23 22:25:00,,,,,,,,,1,26.051,90.721,24.448,0.3,0.7,177,0.0,,,,,,
8830,08/21/23 22:30:00,,,,,,,,,1,26.159,90.806,24.569,0.3,1.3,156,0.0,,,,,,
8831,08/21/23 22:35:00,,,,,,,,,1,26.309,90.094,24.586,0.3,1.0,139,0.0,,,,,,
8832,08/21/23 22:40:00,,,,,,,,,1,26.459,89.599,24.642,0.7,1.3,137,0.0,,,,,,
8833,08/21/23 22:45:00,,,,,,,,,1,26.609,89.259,24.726,0.7,1.7,139,0.0,,,,,,
8834,08/21/23 22:50:00,,,,,,,,,1,26.759,88.573,24.745,0.7,1.3,125,0.0,,,,,,
8835,08/21/23 22:55:00,,,,,,,,,1,26.909,88.312,24.844,0.7,2.3,138,0.0,,,,,,
8836,08/21/23 23:00:00,,,,,,,,,1,27.038,87.886,24.889,1.0,3.0,121,0.0,,,,,,
8837,08/21/23 23:05:00,,,,,,,,,1,27.188,87.369,24.938,1.0,3.3,128,0.0,,,,,,
8838,08/21/23 23:10:00,,,,,,,,,2,27.210,87.247,24.935,1.0,2.3,132,0.0,,,,,,
8839,08/21/23 23:15:00,,,,,,,,,4,27.295,86.995,24.971,1.7,4.0,128,0.0,,,,,,
8840,08/21/23 23:20:00,,,,,,,,,6,27.338,86.842,24.984,1.3,3.3,120,0.0,,,,,,
8841,08/21/23 23:25:00,,,,,,,,,9,27.403,86.700,25.020,1.3,3.0,131,0.0,,,,,,
8842,08/21/23 23:30:00,,,,,,,,,16,27.424,86.935,25.086,0.7,1.3,153,0.0,,,,,,
8843,08/21/23 23:35:00,,,,,,,,,21,27.446,86.847,25.090,1.0,2.3,165,0.0,,,,,,
8844,08/21/23 23:40:00,,,,,,,,,27,27.531,86.624,25.132,1.0,2.3,139,0.0,,,,,,
8845,08/21/23 23:45:00,,,,,,,,,37,27.596,86.554,25.181,1.3,2.7,135,0.0,,,,,,
8846,08/21/23 23:50:00,,,,,,,,,48,27.596,86.171,25.106,1.3,2.7,141,0.0,,,,,,
8847,08/21/23 23:55:00,,,,,,,,,66,27.724,86.899,25.375,1.3,2.3,152,0.0,,,,,,
8848,08/22/23 00:00:00,,,,,,,,,92,27.832,85.754,25.257,1.0,1.7,152,0.0,,,,,,
8849,08/22/23 00:05:00,,,,,,,,,134,28.003,85.574,25.390,1.3,2.7,138,0.0,,,,,,
8850,08/22/23 00:10:00,,,,,,,,,146,28.089,84.157,25.192,1.7,3.0,137,0.0,,,,,,
8851,08/22/23 00:15:00,,,,,,,,,169,28.261,83.372,25.203,1.3,2.7,120,0.0,,,,,,
8852,08/22/23 00:20:00,,,,,,,,,196,28.475,81.894,25.111,1.7,4.0,127,0.0,,,,,,
8853,08/22/23 00:25:00,,,,,,,,,212,28.625,80.819,25.035,1.7,3.0,139,0.0,,,,,,
8854,08/22/23 00:30:00,,,,,,,,,223,28.604,80.650,24.979,2.3,4.7,139,0.0,,,,,,
8855,08/22/23 00:35:00,,,,,,,,,257,28.818,79.387,24.923,2.0,4.7,132,0.0,,,,,,
8856,08/22/23 00:40:00,,,,,,,,,296,28.797,79.258,24.875,2.3,4.7,124,0.0,,,,,,
8857,08/22/23 00:45:00,,,,,,,,,329,29.054,78.178,24.894,2.0,4.0,138,0.0,,,,,,
8858,08/22/23 00:50:00,,,,,,,,,368,29.161,77.412,24.833,2.0,5.7,145,0.0,,,,,,
8859,08/22/23 00:55:00,,,,,,,,,401,29.698,76.645,25.185,1.3,2.7,144,0.0,,,,,,
8860,08/22/23 01:00:00,,,,,,,,,414,29.891,75.491,25.116,1.3,4.3,141,0.0,,,,,,
8861,08/22/23 01:05:00,,,,,,,,,404,29.440,77.034,25.021,2.0,4.3,152,0.0,,,,,,
8862,08/22/23 01:10:00,,,,,,,,,403,29.655,75.358,24.858,1.7,4.3,151,0.0,,,,,,
8863,08/22/23 01:15:00,,,,,,,,,406,29.419,76.068,24.788,2.3,5.7,144,0.0,,,,,,
8864,08/22/23 01:20:00,,,,,,,,,409,29.462,75.695,24.747,2.3,5.0,137,0.0,,,,,,
8865,08/22/23 01:25:00,,,,,,,,,407,29.312,75.784,24.621,3.0,6.0,145,0.0,,,,,,
8866,08/22/23 01:30:00,,,,,,,,,372,29.290,75.494,24.537,2.7,5.3,138,0.0,,,,,,
8867,08/22/23 01:35:00,,,,,,,,,413,29.140,75.489,24.390,3.0,6.3,137,0.0,,,,,,
8868,08/22/23 01:40:00,,,,,,,,,413,29.269,75.883,24.602,2.7,6.3,145,0.0,,,,,,
8869,08/22/23 01:45:00,,,,,,,,,437,29.397,74.769,24.478,2.3,7.3,151,0.0,,,,,,
8870,08/22/23 01:50:00,,,,,,,,,432,29.462,74.874,24.564,3.0,6.0,162,0.0,,,,,,
8871,08/22/23 01:55:00,,,,,,,,,459,29.526,74.380,24.515,2.3,5.0,146,0.0,,,,,,
8872,08/22/23 02:00:00,,,,,,,,,484,29.419,74.646,24.471,3.0,6.7,130,0.0,,,,,,
8873,08/22/23 02:05:00,,,,,,,,,608,29.397,74.925,24.513,3.3,6.3,125,0.0,,,,,,
8874,08/22/23 02:10:00,,,,,,,,,729,30.019,73.562,24.805,2.3,4.3,138,0.0,,,,,,
8875,08/22/23 02:15:00,,,,,,,,,698,29.955,73.892,24.818,2.3,6.3,141,0.0,,,,,,
8876,08/22/23 02:20:00,,,,,,,,,677,30.341,72.628,24.900,2.3,5.7,141,0.0,,,,,,
8877,08/22/23 02:25:00,,,,,,,,,732,30.041,74.112,24.951,2.0,5.0,155,0.0,,,,,,
8878,08/22/23 02:30:00,,,,,,,,,742,30.727,71.896,25.100,1.7,4.3,156,0.0,,,,,,
8879,08/22/23 02:35:00,,,,,,,,,267,30.384,72.656,24.947,2.3,4.7,168,0.0,,,,,,
8880,08/22/23 02:40:00,,,,,,,,,752,30.084,73.251,24.796,3.0,6.0,162,0.0,,,,,,
8881,08/22/23 02:45:00,,,,,,,,,741,30.427,71.858,24.803,2.3,4.3,142,0.0,,,,,,
8882,08/22/23 02:50:00,,,,,,,,,753,30.105,72.445,24.631,3.3,6.0,134,0.0,,,,,,
8883,08/22/23 02:55:00,,,,,,,,,769,30.127,70.889,24.288,3.0,5.3,148,0.0,,,,,,
8884,08/22/23 03:00:00,,,,,,,,,317,30.899,69.024,24.580,1.7,5.3,156,0.0,,,,,,
8885,08/22/23 03:05:00,,,,,,,,,707,30.684,67.829,24.083,2.3,5.3,160,0.0,,,,,,
8886,08/22/23 03:10:00,,,,,,,,,257,30.555,68.792,24.196,2.7,6.0,151,0.0,,,,,,
8887,08/22/23 03:15:00,,,,,,,,,747,30.513,69.285,24.275,3.0,6.3,163,0.0,,,,,,
8888,08/22/23 03:20:00,,,,,,,,,863,30.448,67.547,23.789,3.0,8.3,173,0.0,,,,,,
8889,08/22/23 03:25:00,,,,,,,,,863,31.199,66.378,24.212,2.0,5.0,168,0.0,,,,,,
8890,08/22/23 03:30:00,,,,,,,,,872,31.735,63.659,24.021,1.3,6.3,145,0.0,,,,,,
8891,08/22/23 03:35:00,,,,,,,,,839,31.027,66.960,24.195,2.7,5.7,137,0.0,,,,,,
8892,08/22/23 03:40:00,,,,,,,,,894,30.727,67.721,24.098,2.7,5.7,155,0.0,,,,,,
8893,08/22/23 03:45:00,,,,,,,,,288,30.856,66.772,23.985,2.7,5.0,153,0.0,,,,,,
8894,08/22/23 03:50:00,,,,,,,,,716,30.813,67.468,24.117,2.3,5.0,144,0.0,,,,,,
8895,08/22/23 03:55:00,,,,,,,,,261,30.942,67.753,24.310,2.7,5.3,158,0.0,,,,,,
8896,08/22/23 04:00:00,,,,,,,,,284,30.620,67.912,24.042,2.7,6.0,155,0.0,,,,,,
8897,08/22/23 04:05:00,,,,,,,,,833,30.598,67.245,23.857,3.0,6.7,172,0.0,,,,,,
8898,08/22/23 04:10:00,,,,,,,,,924,30.684,68.411,24.226,2.7,5.3,163,0.0,,,,,,
8899,08/22/23 04:15:00,,,,,,,,,844,30.920,66.424,23.959,3.3,7.0,168,0.0,,,,,,
8900,08/22/23 04:20:00,,,,,,,,,626,30.770,68.293,24.279,3.0,6.0,163,0.0,,,,,,
